ADDRESS,RACKS,SPACES,COORDINATES/0,COORDINATES/1
535 MASON ST,1,2,-122.410458,37.788678
538 MARKET ST,1,2,-122.400095,37.790358
540 ALABAMA ST,1,2,-122.41248936,37.76253195
5411 GEARY BLVD,1,2,-122.477532,37.780111
545 CASTRO ST,1,2,-122.434573,37.760181
5654 GEARY BLVD,1,2,-122.480316,37.780557
570 GROVE ST,1,2,-122.425974,37.777721
575 HAYES ST,1,2,-122.425767,37.776264
594 VALENCIA ST,1,2,-122.422043,37.763448
6114 GEARY BLVD,1,2,-122.485117,37.780383
623 VALENCIA ST,3,6,-122.421365,37.762781
628 DIVISADERO ST,1,2,-122.43751,37.775533
65 TIFFANY AVE,1,2,-122.420554,37.745701
654 MARKET ST,1,2,-122.40239,37.788533
655 FOLSOM ST,1,2,-122.397774,37.784374
660 ALABAMA ST,1,2,-122.412334,37.760916
687 HAIGHT ST,1,2,-122.433432,37.771511
701 11TH AVE,1,2,-122.46939521,37.77491802
712 IRVING ST,1,2,-122.46554,37.764252
715 IRVING ST,1,2,-122.465532,37.763861
735 MONTGOMERY ST,1,2,-122.403755,37.796216
760 HARRISON ST,1,2,-122.398972,37.781765
765 MONTEREY BLVD,1,2,-122.452523,37.731236
816 IRVING ST,1,2,-122.46669084,37.76427208
820 CLEMENT ST,1,2,-122.468144,37.783024
825 IRVING ST,1,2,-122.466669,37.763774
846 DIVISADERO ST,1,2,-122.437986,37.777538
850 HOLLOWAY AVE,1,2,-122.462029,37.72198
860 FOLSOM ST,1,2,-122.402724,37.781102
90 NEW MONTGOMERY ST,1,2,-122.400932,37.787422
91 03RD ST,1,2,-122.40203,37.786554
910 MONTGOMERY ST,1,2,-122.403722,37.797489
949 TARAVAL ST,1,2,-122.476407,37.742844
957 COLE ST,1,2,-122.45015198,37.76529578
957 COLUMBUS AVE,1,2,-122.414608,37.803165
962 VALENCIA ST,1,2,-122.421466,37.757498
451 BERRY ST,3,3,-122.398,37.771499
110 BARTLETT ST,10,20,-122.42030418,37.75484683
310 BERRY ST,3,3,-122.396241,37.77393
325 BERRY ST,3,3,-122.396529,37.772772
335 BERRY ST,3,3,-122.396308,37.772951
420 BERRY ST,3,3,-122.399084,37.772009
428 BERRY ST,3,3,-122.39908385,37.77200867
433 BERRY ST,3,3,-122.398567,37.771654
55 MUSIC CONCOURSE DR,44,88,-122.46686332,37.76988297
110 LELAND AVE,1,2,-122.405782,37.712237
141 LELAND AVE,1,2,-122.406471,37.712026
1450 03RD ST,2,8,-122.39016,37.77012
15 LELAND AVE,1,2,-122.404284,37.711178
159 LELAND AVE,1,2,-122.4069,37.712177
166 LELAND AVE,1,2,-122.406636,37.712569
185 LELAND AVE,1,2,-122.407209,37.712278
186 LELAND AVE,1,2,-122.407114,37.712667
201 LELAND AVE,5,10,-122.407886,37.712455
30 LELAND AVE,1,2,-122.404308,37.711662
41 LELAND AVE,1,2,-122.404672,37.711329
57 LELAND AVE,1,2,-122.405152,37.711502
6 LELAND AVE,1,2,-122.403821,37.711473
66 LELAND AVE,1,2,-122.404967,37.711919
71 LELAND AVE,1,2,-122.405384,37.711592
96 LELAND AVE,1,2,-122.405355,37.71207
1 DR CARLTON B GOODLETT PL,2,4,-122.418817,37.779324
1 ZOO RD,12,24,-122.50324,37.732909
101 GROVE ST,2,4,-122.418652,37.778128
101 GROVE ST,1,2,-122.418652,37.778128
1020 MARKET ST,1,2,-122.410989,37.782044
1026 VALENCIA ST,1,2,-122.421372,37.756417
1108 MARKET ST,3,6,-122.41247,37.780901
1200 IRVING ST,1,2,-122.471168,37.764349
1201 OCEAN AVE,1,2,-122.455509,37.723447
1271 TREAT AVE,2,4,-122.4126,37.74965
1271 TREAT AVE,2,4,-122.41223561,37.75020058
1351 HARRISON ST,1,2,-122.410613,37.771865
1362 STOCKTON ST,1,2,-122.408421,37.798432
1398 HAIGHT ST,1,2,-122.44512989,37.77040275
1541 CLEMENT ST,1,2,-122.475929,37.782213
1610 GEARY BLVD,2,4,-122.43038,37.784969
1634 IRVING ST,1,2,-122.475693,37.763789
1634 IRVING ST,1,2,-122.475693,37.763789
1799 MCALLISTER ST,1,2,-122.441426,37.777218
1801 GREEN ST,1,2,-122.429023,37.796789
1890 BRYANT ST,1,2,-122.41103404,37.76310691
1935 HAYES ST,1,2,-122.448352,37.773364
201 BERRY ST,1,2,-122.394083,37.774704
201 VAN NESS AVE,2,4,-122.419994,37.777441
2043 FILLMORE ST,1,2,-122.434008,37.788466
2064 POWELL ST,2,4,-122.41125279,37.80382297
2128 15TH ST,1,2,-122.431783,37.766197
2140 MISSION ST,2,4,-122.419734,37.762785
2238 GEARY BLVD,1,2,-122.440626,37.783512
2254 POLK ST,1,2,-122.421808,37.797497
2261 FILLMORE ST,1,2,-122.43448,37.790456
2288 MISSION ST,1,2,-122.419513,37.760471
2301 BRYANT ST,2,4,-122.409301,37.757477
2301 BRYANT ST,1,2,-122.409301,37.757477
2390 MISSION ST,1,2,-122.419369,37.75877
2401 HARRISON ST,2,4,-122.412185,37.758923
2498 FOLSOM ST,2,4,-122.4151059,37.75754628
250 FOERSTER ST,2,4,-122.448734,37.730444
250 FOERSTER ST,1,2,-122.448734,37.730444
2534 MISSION ST,1,2,-122.419261,37.756388
2650 SLOAT BLVD,1,2,-122.50291,37.735689
2650 SLOAT BLVD,1,2,-122.50291,37.735689
2797 16TH ST,2,4,-122.414959,37.765084
2840 MARIPOSA ST,1,2,-122.411751,37.763583
300 BARTLETT ST,1,2,-122.41984109,37.75197155
300 CONNECTICUT ST,1,2,-122.397653,37.762402
300 DE HARO ST,1,2,-122.402024,37.765725
3030 20TH ST,1,2,-122.411282,37.759325
3312 MISSION ST,1,2,-122.421374,37.743793
3409 24TH ST,1,2,-122.420943,37.75194
350 KANSAS ST,1,2,-122.403908,37.765371
351 SHOTWELL ST,2,4,-122.415843,37.762811
3520 20TH ST,2,4,-122.419665,37.758837
3579 17TH ST,1,2,-122.425616,37.762899
3639 TARAVAL ST,1,2,-122.505326,37.741572
3705 17TH ST,1,2,-122.428727,37.762696
3800 24TH ST,2,4,-122.427685,37.751925
3800 24TH ST,1,2,-122.427685,37.751925
3901 NORIEGA ST,2,4,-122.505608,37.752698
400 MCALLISTER ST,3,6,-122.419014,37.780519
4001 JUDAH ST,2,4,-122.505019,37.760252
4001 JUDAH ST,2,4,-122.505019,37.760252
4033 JUDAH ST,1,2,-122.505375,37.760201
4033 JUDAH ST,2,4,-122.505375,37.760201
405 HOWARD ST,1,2,-122.39525,37.788891
445 JUDAH ST,1,2,-122.46696,37.761893
45 MONTGOMERY ST,1,2,-122.402524,37.78976
455 DOLORES ST,1,2,-122.425754,37.762078
500 DIVISADERO ST,1,2,-122.437364,37.774222
51 HAVELOCK ST,1,2,-122.44625285,37.72477172
520 CLEMENT ST,1,2,-122.464885,37.783189
530 HAIGHT ST,1,2,-122.430844,37.772276
530 HAIGHT ST,1,2,-122.430844,37.772276
5600 03RD ST,3,6,-122.395255,37.727638
5600 03RD ST,4,8,-122.395255,37.727638
5600 03RD ST,6,12,-122.395255,37.727638
595 MARKET ST,1,2,-122.400655,37.789318
630 IRVING ST,1,2,-122.46477,37.764355
639 FREDERICK ST,1,2,-122.455434,37.765769
665 03RD ST,1,2,-122.39304,37.779561
680 08TH ST,2,4,-122.404719,37.770128
685 MARKET ST,1,2,-122.402759,37.787646
700 IRVING ST,1,2,-122.46554,37.764252
750 EDDY ST,2,4,-122.420049,37.783255
79 NEW MONTGOMERY ST,2,4,-122.400535,37.78789
798 ARGUELLO BLVD,1,2,-122.458102,37.775411
801 TREAT AVE,1,2,-122.41275068,37.75682684
851 HOWARD ST,1,2,-122.403495,37.782124
865 MARKET ST,4,8,-122.407158,37.783947
915 COLE ST,1,2,-122.4502137,37.76560156
919 KEARNY ST,1,2,-122.405384,37.796439
97 COLLINGWOOD ST,1,2,-122.43590174,37.7610279
985 VALENCIA ST,6,12,-122.42085,37.757224
None,3,6,-122.50682,37.73541
None,3,6,-122.51037,37.764033
None,3,6,-122.511289,37.775081
None,3,6,-122.51095,37.770474
None,3,6,-122.51095,37.770474
None,2,4,-122.43828,37.74785
None,1,2,-122.50682,37.73541
None,2,4,-122.50909,37.75281
None,2,4,-122.51067,37.76465
1 CLEMENT ST,1,2,-122.459344,37.783002
1 FRONT ST,1,2,-122.398898,37.791757
1 SANCHEZ ST,1,2,-122.4309788,37.76892919
1 STOCKTON ST,1,2,-122.406529,37.785852
10 MARK LN,1,2,-122.40463656,37.79039417
100 GROVE ST,17,34,-122.41759951,37.77948045
100 IRVING ST,1,2,-122.45932042,37.76371341
1007 TARAVAL ST,1,2,-122.477084,37.742743
1010 GOUGH ST,3,6,-122.423925,37.782762
1033 KEARNY ST,1,2,-122.405734,37.79758
1043 TREAT AVE,3,6,-122.412757,37.753463
1095 HYDE ST,2,4,-122.417821,37.790616
1099 VALENCIA ST,6,12,-122.42068142,37.75548474
11 03RD ST,1,2,-122.40303321,37.78741044
1101 VICENTE ST,1,2,-122.478806,37.738928
1117 OCEAN AVE,1,2,-122.454562,37.723268
1121 MISSION ST,1,2,-122.41123,37.778652
1125 VALENCIA ST,1,2,-122.420304,37.754847
1148 MISSION ST,1,2,-122.412634,37.778704
1166 GENEVA AVE,1,2,-122.437001,37.714265
1201 FILLMORE ST,2,4,-122.433057,37.780858
1201 NOE ST,2,4,-122.431476,37.749723
1201 VICENTE ST,1,2,-122.479878,37.738894
121 STEUART ST,2,4,-122.392541,37.793145
1221 DIVISADERO ST,1,2,-122.439353,37.780905
1223 TARAVAL ST,1,2,-122.479337,37.742642
123 SOUTH VAN NESS AVE,1,2,-122.417624,37.771461
1233 HOWARD ST,6,12,-122.411781,37.775624
1239 VICENTE ST,1,2,-122.480407,37.738872
1256 MISSION ST,1,2,-122.414225,37.776961
1260 MISSION ST,1,2,-122.414225,37.776961
1286 SANCHEZ ST,1,2,-122.429637,37.748579
1290 05TH AVE,2,4,-122.461764,37.764502
1298 MARKET ST,1,2,-122.416203,37.77798
1298 OCEAN AVE,2,4,-122.4562,37.724143
1299 VALENCIA ST,4,8,-122.4203743,37.75224685
1300 MCALLISTER ST,1,6,-122.43362007,37.77861197
1300 OCEAN AVE,1,2,-122.456608,37.724233
1306 STOCKTON ST,1,2,-122.408426,37.79786
131 STEUART ST,1,2,-122.392374,37.793012
133 TURK ST,2,4,-122.411384,37.782849
1330 FILLMORE ST,2,4,-122.431977,37.781951
1335 FULTON ST,1,2,-122.43883,37.776538
1338 OCEAN AVE,1,2,-122.457036,37.724325
134 GOLDEN GATE AVE,1,2,-122.412985,37.782263
1359 PINE ST,1,2,-122.418287,37.78962
1396 LA PLAYA,1,2,-122.508931,37.760451
1400 HAIGHT ST,1,2,-122.4457,37.7704
1415 LARKIN ST,1,2,-122.419254,37.790993
1435 17TH ST,1,2,-122.39837483,37.76487114
1436 HOWARD ST,2,4,-122.415075,37.773835
144 PAGE ST,2,4,-122.423232,37.774243
149 NEW MONTGOMERY ST,2,4,-122.39956,37.786964
1495 OCEAN AVE,1,2,-122.458146,37.724303
15 ONONDAGA AVE,1,2,-122.43812,37.721203
150 GREENWICH ST,1,2,-122.40262732,37.80344465
1500 OCEAN AVE,1,2,-122.458414,37.724587
1501 GROVE ST,2,4,-122.441606,37.775283
1501 OCEAN AVE,1,2,-122.458356,37.724092
1508 TARAVAL ST,1,2,-122.482415,37.743002
151 03RD ST,1,2,-122.40075,37.785923
151 CLEMENT ST,2,4,-122.461013,37.782857
1514 UNION ST,1,2,-122.424426,37.79864
1515 FILLMORE ST,1,2,-122.433316,37.783481
1516 FOLSOM ST,1,2,-122.414515,37.771824
1521 HYDE ST,1,2,-122.418359,37.79472
155 SOUTH PARK,6,12,-122.394214,37.780898
1550 CHURCH ST,2,4,-122.427201,37.745943
1555 IRVING ST,1,2,-122.474748,37.763432
1567 PACIFIC AVE,2,4,-122.421058,37.795011
16 WEST PORTAL AVE,1,2,-122.466309,37.740786
1600 17TH ST,1,2,-122.399885,37.765168
1601 TARAVAL ST,1,2,-122.483403,37.742567
1631 OCEAN AVE,1,2,-122.45981,37.724411
1649 OCEAN AVE,1,2,-122.459987,37.724429
1665 MARKET ST,1,2,-122.421433,37.772963
1686 MARKET ST,2,4,-122.422066,37.773435
170 GRANT AVE,1,2,-122.404963,37.788549
1708 OCEAN AVE,1,2,-122.460192,37.724988
1714 FILLMORE ST,1,2,-122.432865,37.785472
1722 IRVING ST,1,2,-122.476504,37.763839
1723 POLK ST,1,2,-122.42146,37.792734
1735 OCEAN AVE,1,2,-122.460781,37.724571
1739 OFARRELL ST,1,2,-122.43313323,37.78305462
1740 OFARRELL ST,1,2,-122.43331592,37.78348073
1749 WALLER ST,2,4,-122.452489,37.768057
1755 MARKET ST,2,4,-122.42286566,37.77187452
1760 MARKET ST,1,2,-122.423102,37.772544
1760 POLK ST,1,2,-122.420907,37.793124
1767 WALLER ST,1,2,-122.452668,37.768199
177 VALENCIA ST,2,4,-122.422163,37.770271
1777 FULTON ST,1,2,-122.446031,37.775693
180 STEUART ST,1,2,-122.39225139,37.79224915
1827 OCEAN AVE,1,2,-122.461845,37.724882
1835 VAN NESS AVE,1,2,-122.423428,37.792633
1860 HAYES ST,1,2,-122.447012,37.774299
1881 POST ST,3,6,-122.432292,37.784921
1899 IRVING ST,1,2,-122.47792223,37.76328169
1900 MARKET ST,2,4,-122.425406,37.770641
1900 OCEAN AVE,3,6,-122.462196,37.725474
1920 OCEAN AVE,1,2,-122.462977,37.725806
1946 FILLMORE ST,1,2,-122.433359,37.787823
1963 OCEAN AVE,1,2,-122.463662,37.725547
199 PARNASSUS AVE,1,2,-122.452259,37.764286
200 CLEMENT ST,2,4,-122.4614,37.783334
200 FILLMORE ST,1,2,-122.430125,37.771408
201 LARKIN ST,10,20,-122.41759951,37.77948045
201 MISSION ST,1,2,-122.394768,37.791034
201 OCTAVIA ST,1,2,-122.424323,37.773993
201 WILLIAMS AVE,2,4,-122.398163,37.729658
2115 VAN NESS AVE,1,2,-122.42338,37.794965
2128 FOLSOM ST,1,2,-122.415457,37.76321
2141 MISSION ST,1,2,-122.419086,37.762686
215 FREMONT ST,1,2,-122.394299,37.789139
2199 SUTTER ST,1,2,-122.436523,37.785652
220 MONTGOMERY ST,1,2,-122.401994,37.791316
2201 IRVING ST,1,2,-122.481613,37.763119
2232 BUSH ST,1,2,-122.434122,37.787208
2250 HAYES ST,2,4,-122.453504,37.773241
2315 CLEMENT ST,1,2,-122.484154,37.781806
232 HARRISON ST,1,2,-122.39092,37.787756
2325 PINE ST,1,2,-122.434031,37.787629
2328 IRVING ST,1,2,-122.483035,37.763549
2333 BUCHANAN ST,2,4,-122.431434,37.790615
234 EDDY ST,1,2,-122.41168,37.784342
2366 MISSION ST,1,2,-122.419412,37.759222
2381 OCEAN AVE,1,2,-122.469478,37.729796
2413 HARRISON ST,1,2,-122.412151,37.758566
2415 19TH AVE,1,2,-122.47587007,37.74279406
2455 FILLMORE ST,1,2,-122.434585,37.792291
248 DIVISADERO ST,1,2,-122.436694,37.771184
25 STEINER ST,2,4,-122.43342784,37.76961501
250 MONTGOMERY ST,1,2,-122.402276,37.791583
2500 FOLSOM ST,2,4,-122.414812,37.757101
2501 OCEAN AVE,1,2,-122.472622,37.731212
2520 JUDAH ST,2,4,-122.489206,37.761409
2550 OCEAN AVE,1,2,-122.472737,37.731721
2575 MISSION ST,2,4,-122.41844,37.755946
2575 OCEAN AVE,2,4,-122.473337,37.731444
261 COLUMBUS AVE,2,4,-122.406579,37.797601
275 BATTERY ST,1,2,-122.400374,37.793863
2781 21ST ST,1,2,-122.41035996,37.75734234
2790 HARRISON ST,1,2,-122.412202,37.752799
286 DIVISADERO ST,3,6,-122.436867,37.771981
29 03RD ST,1,2,-122.403033,37.78741
2901 MISSION ST,1,2,-122.417935,37.750538
2938 WASHINGTON ST,1,2,-122.44191,37.790783
2948 FOLSOM ST,2,4,-122.414199,37.750172
298 DIVISADERO ST,1,2,-122.437013,37.772104
299 DOLORES ST,2,4,-122.425798,37.764992
3001 TARAVAL ST,1,2,-122.49871,37.741789
3004 TARAVAL ST,1,2,-122.49842544,37.7422558
3032 16TH ST,2,4,-122.420415,37.765255
3042 16TH ST,2,4,-122.420676,37.765232
3045 24TH ST,1,2,-122.41276053,37.7523877
3050 TARAVAL ST,1,2,-122.49901644,37.74227099
307 KEARNY ST,1,2,-122.404264,37.790897
3131 CLEMENT ST,4,8,-122.493058,37.781394
3188 MISSION ST,1,2,-122.419833,37.746164
3211 MISSION ST,1,2,-122.419776,37.74527
3213 PIERCE ST,1,2,-122.439552,37.799676
3218 MISSION ST,1,2,-122.420435,37.745275
3221 MISSION ST,1,2,-122.419787,37.745082
326 JACKSON ST,1,2,-122.4010685,37.79689179
3266 21ST ST,1,2,-122.420517,37.757142
3269 MISSION ST,2,4,-122.420222,37.744415
33 KEARNY ST,1,2,-122.403864,37.788266
3309 MISSION ST,2,4,-122.420592,37.743917
3318 STEINER ST,1,2,-122.437559,37.800033
3349 20TH ST,1,2,-122.415612,37.758621
3350 MISSION ST,1,2,-122.42219,37.743213
3380 20TH ST,2,4,-122.416538,37.759003
3394 22ND ST,1,2,-122.42292181,37.75539777
3412 22ND ST,1,2,-122.42353557,37.75527943
3458 18TH ST,1,2,-122.42062,37.761966
3471 MISSION ST,1,2,-122.422342,37.741203
350 JACKSON ST,1,2,-122.40153,37.796802
3505 20TH ST,2,4,-122.419335,37.75846
3506 16TH ST,1,2,-122.431215,37.764539
351 MCALLISTER ST,5,10,-122.41759951,37.77948045
354 LAGUNA HONDA BLVD,4,8,-122.45931869,37.7478647
3555 CESAR CHAVEZ ST,1,2,-122.420882,37.747165
3583 16TH ST,1,2,-122.432534,37.764021
359 DIVISADERO ST,2,4,-122.437577,37.773005
3595 CALIFORNIA ST,1,2,-122.453151,37.78604
3648 24TH ST,1,2,-122.423851,37.752081
366 MISSION ST,1,2,-122.396533,37.790626
380 BACON ST,1,2,-122.406362,37.727114
3838 CALIFORNIA ST,1,2,-122.457598,37.786186
3848 GEARY BLVD,1,2,-122.460856,37.781484
3896 24TH ST,1,2,-122.429381,37.751811
3905 SACRAMENTO ST,1,2,-122.457195,37.786593
3950 24TH ST,3,6,-122.430852,37.751866
397 ARGUELLO BLVD,1,2,-122.4593,37.783407
398 GEARY ST,1,2,-122.409883,37.787166
3985 17TH ST,1,2,-122.43469398,37.7622884
3989 17TH ST,2,4,-122.43478022,37.76228318
3991 17TH ST,1,2,-122.43486645,37.76227796
4 BRADY ST,1,2,-122.4211174,37.77321289
405 ARGUELLO BLVD,1,2,-122.459337,37.782899
4056 MISSION ST,2,4,-122.427719,37.732813
408 JACKSON ST,1,2,-122.402136,37.796739
410 ELLIS ST,1,2,-122.412994,37.784881
412 JACKSON ST,1,2,-122.40229,37.79672
422 CASTRO ST,1,2,-122.435388,37.762056
4221 MISSION ST,1,2,-122.430282,37.729731
4334 CALIFORNIA ST,1,2,-122.464096,37.785313
434 JACKSON ST,1,2,-122.402556,37.796687
439 BALBOA ST,1,2,-122.463713,37.777068
440 JACKSON ST,1,2,-122.402717,37.796667
444 BATTERY ST,1,2,-122.399944,37.795514
444 PRESIDIO AVE,2,4,-122.446579,37.787588
4468 MISSION ST,1,2,-122.433917,37.726335
449 OCTAVIA ST,1,2,-122.424756,37.776393
450 10TH ST,1,2,-122.411106,37.770488
450 FLORIDA ST,2,4,-122.411751,37.763583
450 STANYAN ST,1,2,-122.454188,37.774059
465 GROVE ST,2,4,-122.424091,37.777451
4681 MISSION ST,1,2,-122.435475,37.723348
475 BRANNAN ST,1,2,-122.395284,37.778612
478 JACKSON ST,2,4,-122.403181,37.796609
49 GEARY ST,1,2,-122.404371,37.787432
49 STEVENSON ST,1,2,-122.399352,37.789736
494 14TH ST,5,10,-122.424173,37.768215
495 CASTRO ST,1,2,-122.434701,37.761095
500 FELL ST,1,2,-122.42628,37.775698
500 GUERRERO ST,2,4,-122.424214,37.763009
500 LARKIN ST,1,2,-122.417126,37.782609
501 BRANNAN ST,1,2,-122.396648,37.777699
506 HAYES ST,6,12,-122.424912,37.776816
508 HAYES ST,1,2,-122.424912,37.776816
512 VAN NESS AVE,2,4,-122.419905,37.780405
515 BALBOA ST,1,2,-122.4642843,37.77707728
516 HAYES ST,1,2,-122.424912,37.776816
5201 GEARY BLVD,1,2,-122.475266,37.780248
525 CASTRO ST,2,4,-122.434598,37.760452
525 MARKET ST,1,2,-122.399276,37.790407
530 KEARNY ST,1,2,-122.404214,37.793342
540 VAN NESS AVE,1,2,-122.419943,37.780832
543 DIVISADERO ST,1,2,-122.438054,37.77462
544 CAPP ST,1,2,-122.418205,37.757921
544 HAIGHT ST,1,2,-122.431193,37.772042
557 WALLER ST,2,4,-122.432862,37.770682
568 HOWARD ST,1,2,-122.397847,37.787445
579 HAYES ST,1,2,-122.425767,37.776264
580 DUBOCE AVE,2,4,-122.432713,37.769248
5800 03RD ST,12,24,-122.39552,37.725173
587 SHOTWELL ST,1,2,-122.41527469,37.75907967
588 HAIGHT ST,1,2,-122.431877,37.772166
59 GRANT AVE,1,2,-122.405264,37.78752
590 VAN NESS AVE,1,2,-122.41994287,37.78083159
595 MISSION ST,1,2,-122.399275,37.788161
600 OCTAVIA ST,2,4,-122.424683,37.777813
601 BAKER ST,2,4,-122.441854,37.776539
602 HAYES ST,1,2,-122.42655043,37.77672802
61 NEW MONTGOMERY ST,1,2,-122.400955,37.788227
616 IRVING ST,1,2,-122.464556,37.764295
621 HOWARD ST,1,2,-122.398556,37.786043
625 LARKIN ST,1,2,-122.417862,37.783624
627 TURK ST,3,6,-122.419744,37.781813
63 WALTER ST,2,4,-122.432042,37.768197
641 IRVING ST,1,2,-122.464839,37.763857
650 DIVISADERO ST,1,2,-122.437588,37.775742
650 MISSION ST,1,2,-122.401133,37.787264
653 CHENERY ST,1,2,-122.433005,37.734302
66 GOUGH ST,1,2,-122.42206304,37.77342754
663 UNION ST,2,4,-122.410421,37.8
670 HOWARD ST,1,2,-122.40005,37.785742
675 PORTOLA DR,1,2,-122.452562,37.74456
695 MINNA ST,1,2,-122.412426,37.777123
701 COLE ST,2,4,-122.450758,37.768434
701 MISSION ST,1,2,-122.402424,37.785798
708 MONTGOMERY ST,1,2,-122.403157,37.795811
714 MONTGOMERY ST,1,2,-122.403068,37.795902
717 MONTEREY BLVD,1,2,-122.451596,37.731247
729 MARKET ST,1,2,-122.404387,37.786909
741 DIAMOND ST,2,4,-122.436129,37.751417
747 HOWARD ST,3,6,-122.400813,37.783513
776 HAIGHT ST,1,2,-122.434967,37.77178
783 HAIGHT ST,1,2,-122.435104,37.77132
786 HAIGHT ST,1,2,-122.435126,37.7717
790 VAN NESS AVE,1,2,-122.42034,37.782695
799 VALENCIA ST,2,4,-122.42110638,37.76029681
8 MISSION ST,2,4,-122.393406,37.793835
800 GREAT HWY,3,6,-122.51042,37.772707
803 VALENCIA ST,1,2,-122.421129,37.759948
813 DIVISADERO ST,1,2,-122.438452,37.777129
814 EDDY ST,3,6,-122.421371,37.782909
845 OFARRELL ST,1,2,-122.41857906,37.78482642
848 FOLSOM ST,1,2,-122.402614,37.781347
85 WEST PORTAL AVE,1,2,-122.466309,37.739766
858 STANYAN ST,1,2,-122.452672,37.766543
865 FLORIDA ST,1,2,-122.410304,37.758104
866 VALENCIA ST,1,2,-122.421635,37.758982
9 COLUMBUS AVE,4,8,-122.403856,37.795667
9 GROVE ST,6,12,-122.41544174,37.77858416
901 DIVISADERO ST,2,4,-122.438709,37.777916
906 COLE ST,1,2,-122.44969535,37.76557813
914 VALENCIA ST,6,12,-122.42151878,37.7582515
968 MARKET ST,1,2,-122.409823,37.783072
98 HOWARD ST,2,4,-122.39284752,37.79226514
99 GROVE ST,1,2,-122.417316,37.778083
990 SUTTER ST,1,2,-122.416635,37.788244
990 TREAT AVE,2,4,-122.413636,37.754422
992 VALENCIA ST,1,2,-122.421431,37.75704
1000 MARKET ST,2,4,-122.410989,37.782044
1170 MARKET ST,5,10,-122.414301,37.779497
1352 IRVING ST,1,2,-122.472606,37.763987
1387 VALENCIA ST,2,4,-122.42019976,37.75087429
159 LINDA ST,1,2,-122.42238751,37.75930484
1745 FOLSOM ST,8,16,-122.415058,37.769109
180 NEW MONTGOMERY ST,4,8,-122.399521,37.786251
1801 GREEN ST,7,14,-122.429023,37.796789
1901 SAN JOSE AVE,1,2,-122.44121727,37.72668172
2064 POWELL ST,3,6,-122.41125279,37.80382297
2299 15TH ST,1,2,-122.43526612,37.76552712
2401 HARRISON ST,5,10,-122.412185,37.758923
2505 MARIPOSA ST,1,2,-122.408689,37.762892
2700 16TH ST,3,6,-122.413521,37.765699
2961 16TH ST,1,2,-122.418865,37.764859
301 PINE ST,1,2,-122.40128,37.791834
3150 18TH ST,1,2,-122.414256,37.762699
3312 MISSION ST,1,2,-122.421374,37.743793
333 MARKET ST,1,2,-122.397517,37.791778
333 POST ST,1,2,-122.40750049,37.78793122
3489 16TH ST,2,4,-122.43057,37.764158
3600 16TH ST,2,4,-122.433406,37.764391
3901 NORIEGA ST,1,2,-122.505608,37.752698
4023 18TH ST,1,2,-122.433295,37.760765
405 HOWARD ST,1,2,-122.39525,37.788891
425 CALIFORNIA ST,3,6,-122.401353,37.792796
4288 24TH ST,1,2,-122.438257,37.751264
4555 CALIFORNIA ST,1,2,-122.466506,37.784511
500 HOWARD ST,1,2,-122.396569,37.788423
51 HAVELOCK ST,2,4,-122.44625285,37.72477172
520 CLEMENT ST,5,10,-122.464885,37.783189
543 COLUMBUS AVE,1,2,-122.409665,37.799669
625 DOUGLASS ST,3,6,-122.438193,37.753682
78 29TH ST,6,12,-122.42134368,37.74427406
799 MARKET ST,2,4,-122.405265,37.785647
865 MARKET ST,1,2,-122.407158,37.783947
937 GEARY ST,1,2,-122.418776,37.785756
None,1,2,-122.4936,37.7821
None,1,2,-122.4936,37.7821
None,1,2,-122.50892,37.76014
None,3,6,-122.50956,37.76026
100 BUSH ST,1,2,-122.399964,37.791569
1000 COLE ST,2,4,-122.449454,37.764769
1000 VAN NESS AVE,2,4,-122.420018,37.785172
1025 14TH ST,1,2,-122.43589,37.76703
1035 MARKET ST,2,4,-122.410785,37.781219
1066 MARKET ST,1,2,-122.411742,37.781799
1073 MARKET ST,2,4,-122.411615,37.780644
1100 CESAR CHAVEZ ST,1,2,-122.38902,37.750453
1115 GEARY BLVD,1,2,-122.422191,37.785378
1131 TARAVAL ST,1,2,-122.478566,37.742768
1152 VALENCIA ST,1,2,-122.421195,37.754467
1206 MASONIC AVE,2,4,-122.444985,37.770055
1220 MARKET ST,3,6,-122.415608,37.778524
1234 MARKET ST,3,6,-122.415798,37.778501
1234 VALENCIA ST,5,10,-122.421046,37.753105
1270 VALENCIA ST,6,12,-122.421014,37.752546
1288 15TH AVE,1,2,-122.472606,37.763987
130 CHURCH ST,2,4,-122.429443,37.768854
1301 GREAT HWY,1,2,-122.50938083,37.76136744
1315 16TH AVE,2,4,-122.47407295,37.7634497
1324 HAIGHT ST,4,8,-122.444173,37.770594
1325 INDIANA ST,1,2,-122.390415,37.75368
1360 VALENCIA ST,1,2,-122.420858,37.751054
1398 VALENCIA ST,1,2,-122.42082,37.750649
1400 MARKET ST,1,2,-122.418218,37.77633
1408 MARKET ST,3,6,-122.418218,37.77633
1498 VALENCIA ST,1,2,-122.42066401,37.74902617
150 POST ST,1,2,-122.404613,37.789069
1501 IRVING ST,1,2,-122.474073,37.76345
1509 VALENCIA ST,1,2,-122.419976,37.748724
1528 15TH ST,1,2,-122.41831658,37.7669649
1555 GALVEZ AVE,1,2,-122.387337,37.740159
1555 YOSEMITE AVE,1,2,-122.391017,37.726006
